t,price_usd_close,mvrv_less_155,sopr_less_155,sth_profit_loss_ratio,sthunrealized_plratio_logpercentile_maxmin,sthmvrvratio_logpercentile_maxmin,sthsoprratio_smapercentile_maxmin,sth_sopr_7sma,aggregate_indicator_equalweight,aggregate_indicator_PCA
2020-01-18,8942.80890321,1.0614085113210938,1.017569582021224,2.416807196766733,,,,1.0247122013898173,,0.0
2020-01-19,8706.24512993,1.0338677129264526,0.9985603970849886,1.6529926274492772,,,,1.0227622971555435,,0.0
2020-01-20,8657.64293942,1.0282649837291655,0.9978428858285118,1.4597171580471262,,,,1.0211280379579954,,0.0
2020-01-21,8745.89478833,1.0386425781059336,1.006211044995648,1.920899178898341,,,,1.0117967379664417,,0.0
2020-01-22,8680.87604222,1.0312613965333786,1.0052310351478744,1.6972498005247658,,,,1.008022416168281,,0.0
2020-01-23,8406.5160678,0.997392887226267,0.9954250908834708,1.0275204309100712,,,,1.0058164657857653,,0.0
2020-01-24,8445.43428152,1.0048614621801302,0.999886083542189,1.0989770986154694,,,,1.002960874214844,,0.0
2020-01-25,8367.84777344,0.9963718522397732,0.99605297104907,1.0044888670663263,,,,0.9998870726473932,,0.0
2020-01-26,8596.82983316,1.0238982908718832,1.00371670325146,1.504550175508012,,,,1.000623687814032,,0.0
2020-01-27,8909.81917753,1.0617351958169148,1.0179088085086694,2.8627452330450582,,,,1.0034902481969117,,0.0
2020-01-28,9358.59031703,1.1055026983732232,1.025305470569177,5.589749674139684,,,,1.0062180232788445,,0.0
2020-01-29,9316.62950445,1.106394016020815,1.031184116459066,5.360943824272427,,,,1.0099256063233002,,0.0
2020-01-30,9508.9935947,1.120675795392952,1.039395418368002,7.19506321777407,,,,1.0162070816782334,,0.0
2020-01-31,9350.52936518,1.100756662810988,1.0368545439133168,5.773314872846466,,,,1.0214882903026803,,0.0
2020-02-01,9392.87536841,1.1034752145173654,1.0160068679634735,7.099330206930816,,,,1.0243388470047379,,0.0
2020-02-02,9344.36529292,1.0978026112510166,1.0147191879178907,5.23225356437472,,,,1.0259106305285137,,0.0
2020-02-03,9293.52108908,1.0881576489093912,1.0055351112388846,3.67589301210238,,,,1.024142959489973,,0.0
2020-02-04,9180.9629665,1.0749864333052903,1.0058024292944203,2.3063045753488387,,,,1.0213568107364364,,0.0
2020-02-05,9613.42428895,1.124149128700115,1.023221444420504,10.56475690590415,,,,1.020219286159499,,0.0
2020-02-06,9729.80223149,1.1294805934935666,1.0551782058313668,10.791637078235736,,,,1.0224739700828367,,0.0
2020-02-07,9790.33384641,1.1318712755082747,1.0207150194744652,13.556645050172213,,,,1.0201683237344292,,0.0
2020-02-08,9866.50724373,1.1444442415542917,1.0290293533066208,17.108616098483868,,,,1.0220286787834503,,0.0
2020-02-09,10119.1248203,1.1712979605854237,1.0314712051340584,21.6464597270249,,,,1.0244218241000458,,0.0
2020-02-10,9865.59260896,1.138470896995128,1.0243601496445718,13.017380544210392,,,,1.027111115300858,,0.0
2020-02-11,10205.1323621,1.174515581508069,1.025704780181626,29.30016643742263,,,,1.0299543082847447,,0.0
2020-02-12,10322.7164894,1.1850064549776245,1.0313300156394078,30.22094529919385,,,,1.031112675601731,,0.0
2020-02-13,10205.6192109,1.1675964778648693,1.02058903489173,13.934213529978573,,,,1.026171365467497,,0.0
2020-02-14,10300.0506266,1.1764523328124747,1.0199220138193077,24.44092694347472,,,,1.0260580789453317,,0.0
2020-02-15,9891.83650918,1.131212589155524,1.0089174034691453,6.351704086996704,,,,1.023184943254264,,0.0
2020-02-16,9943.25998095,1.1259534502767052,1.0084868800551072,5.97220838821994,,,,1.019901468242985,,0.0
2020-02-17,9686.04920977,1.1057468256713894,0.9954139543000522,3.1061176247148023,,,,1.0157662974794823,,0.0
2020-02-18,10147.0726363,1.1565593932751397,1.0182380891616472,14.762456772440752,,,,1.014699627333771,,0.0
2020-02-19,9635.05008713,1.09752377648086,1.015454628849452,2.6728485968803706,,,,1.0124317149352058,,0.0
2020-02-20,9618.25906453,1.0936653114311663,0.992064130417446,2.750894069573089,,,,1.0083567285817367,,0.0
2020-02-21,9690.95528682,1.1029790352218296,1.008588100949558,3.3175887107834208,,,,1.0067375981717726,,0.0
2020-02-22,9660.91488832,1.098795314298347,1.00294866149861,3.01644173303402,,,,1.0058849207474103,,0.0
2020-02-23,9920.86796684,1.127185763321105,1.0208376572926945,11.111043305224854,,,,1.0076493174956371,,0.0
2020-02-24,9645.39833042,1.095391764374826,1.0057579703172013,2.887895018504166,,,,1.0091270340695158,,0.0
2020-02-25,9346.53346695,1.0591827615281153,1.0273698441218175,1.6496353558855397,,,,1.0104315704923972,,0.0
2020-02-26,8824.33122732,1.00120371618527,0.9721753900589604,0.7776939759740338,,,,1.0042488220937555,,0.0
2020-02-27,8786.87893969,1.0001877136279862,0.9642244561178622,0.7193167601508031,,,,1.0002717257652434,,0.0
2020-02-28,8689.11524591,0.989746613131016,0.9839596681100472,0.6563856000542085,,,,0.9967533782167418,,0.0
2020-02-29,8615.22772355,0.981755024134458,0.9931470209166706,0.5348099136334239,,,,0.9953531438478933,,0.0
2020-03-01,8563.41168611,0.9765059168753996,0.9766049171746792,0.5085037013644582,,,,0.9890341809738912,,0.0
2020-03-02,8865.83955705,1.0098396883371883,0.990068278428108,0.9956544706767956,,,,0.9867927964183065,,0.0
2020-03-03,8792.35171065,1.003190064039401,0.990418342345988,0.8308687880145643,,,,0.9815140104503308,,0.0
2020-03-04,8742.61166128,1.0016162752959945,0.960345343428371,0.7238435832884886,,,,0.9798240037888181,,0.0
2020-03-05,9077.87946386,1.0390156051594437,1.0124084273047378,1.3739087091452868,,,,0.9867074282440859,,0.0
2020-03-06,9120.74845437,1.043006604817348,1.0046942873124756,1.504006796095021,,,,0.9896695167015758,,0.0
2020-03-07,8909.75828069,1.0192253170312298,1.0008450661334236,1.0322809417556085,,,,0.9907692374468262,,0.0
2020-03-08,8110.25607808,0.932172401743327,0.9759384587304746,0.2711551327402696,,,,0.9906740290976541,,0.0
2020-03-09,7916.62214092,0.9113646783817068,0.9443353038599658,0.2590123663627958,,,,0.984140747016491,,0.0
2020-03-10,7915.61754792,0.9161520469523218,0.966003121715034,0.2702890517362807,,,,0.980652858354926,,0.0
2020-03-11,7912.81530473,0.9213986014112128,0.9536535097659492,0.2868047767255205,,,,0.9796968821174372,,0.0
2020-03-12,4860.35383012,0.5854406883923469,0.8451120075386515,5.84292049e-08,,,,0.9557973935794248,,0.0
2020-03-13,5547.0651614,0.7021176601409655,0.8498643602438473,0.0667532606711554,,,,0.9336788325696208,,0.0
2020-03-14,5195.85517452,0.6431648770103429,0.940069697000404,0.0157197040724939,,,,0.9249966369791894,,0.0
2020-03-15,5391.06024919,0.6799868127145187,0.9467547604820528,0.0619549789355204,,,,0.9208275372294149,,0.0
2020-03-16,5014.86830377,0.6387882564099817,0.8987342242206974,0.0422980383162601,,,,0.9143130972809479,,0.0
2020-03-17,5237.76209482,0.6729695106751726,0.9400163197636444,0.0720707250007919,,,,0.9106006970021782,,0.0
2020-03-18,5237.91386092,0.6766624381683146,0.9712372386838276,0.0905374800547519,,,,0.9131126582761607,,0.0
2020-03-19,6193.29577035,0.7991980764386795,1.008620897902424,0.2129222218938788,,,,0.936471071185271,,0.0
2020-03-20,6186.21871982,0.7957314500625662,0.991750010627838,0.1892472748767699,,,,0.9567404498115554,,0.0
2020-03-21,6172.9672775,0.7983423999443509,0.9895263084597048,0.1949576465321784,,,,0.963805680020027,,0.0
2020-03-22,5833.51061024,0.7552520548551076,1.0174406707344374,0.1258401927636155,,,,0.9739036671989391,,0.0
2020-03-23,6431.81003808,0.8302935365648033,0.9956618624517236,0.2612201957017798,,,,0.9877504726605143,,0.0
2020-03-24,6732.65221467,0.8670144764393911,1.0383771609764956,0.3008011822313675,,,,1.0018020214052072,,0.0
2020-03-25,6677.07432527,0.8610073245333415,0.9998081519151332,0.2902004810332734,,,,1.0058835804382509,,0.0
2020-03-26,6718.96731486,0.8676940536596417,0.9986429326427906,0.3277403294179663,,,,1.004458156829732,,0.0
2020-03-27,6470.89335934,0.8358743241671325,0.9979903446261416,0.1925338492119759,,,,1.0053496331152039,,0.0
2020-03-28,6241.56512496,0.8078224042564665,0.9644283258530448,0.1565955661772316,,,,1.0017642070285382,,0.0
2020-03-29,5929.677884,0.7691610379910514,0.9707643459590132,0.0936587443648274,,,,0.995096160632049,,0.0
2020-03-30,6447.72579951,0.838311349651139,0.9875499178056628,0.2509917717921556,,,,0.9939373113968974,,0.0
2020-03-31,6443.31405026,0.8388055882367632,0.991349094608448,0.2501767622745202,,,,0.987219016201462,,0.0
2020-04-01,6589.24919192,0.8683892873623617,0.8804507886517565,0.3269845762613557,,,,0.9701679643066939,,0.0
2020-04-02,6795.04299179,0.8950477072527729,1.015975499661377,0.4205795022629629,,,,0.9726440453093491,,0.0
2020-04-03,6736.36381431,0.8872326785840436,1.0088187158796291,0.3705327987081769,,,,0.9741909554884188,,0.0
2020-04-04,6858.69700969,0.9032662312564596,0.9870961515774098,0.4674285263750016,,,,0.9774292163061853,,0.0
2020-04-05,6794.47452422,0.8971536029598962,1.0086605623679104,0.4216164080441449,,,,0.9828429615074563,,0.0
2020-04-06,7248.72410192,0.9520762195922338,1.0364053352063654,0.7143682027628276,,,,0.9898223068504137,,0.0
2020-04-07,7172.87828873,0.943541243537616,1.0174656157349475,0.5795226904297437,,,,0.9935532384399136,,0.0
2020-04-08,7335.36979909,0.965190506056006,1.0190867494135765,0.8612314340322317,,,,1.0133583756916023,,0.0
2020-04-09,7301.01277516,0.957728355601192,1.0134598592231423,0.7143482824243332,,,,1.01299899848614,,0.0
2020-04-10,6862.78799691,0.912769921749289,0.8995584684790273,0.3458437832016921,,,,0.9973903917146256,,0.0
2020-04-11,6852.50192071,0.9127148545674704,0.9905329059082606,0.3552041862601814,,,,0.9978813566190328,,0.0
2020-04-12,6998.39400574,0.9323736465570038,0.9996517636555698,0.4703053454967611,,,,0.9965943853744129,,0.0
2020-04-13,6845.09526906,0.9126623717306476,0.9830024107133823,0.3774479944989631,,,,0.9889653961611294,,0.0
2020-04-14,6841.27304616,0.9129894464463292,1.0004923542674926,0.356852088048864,,,,0.9865406445229217,,0.0
2020-04-15,6643.97961617,0.887675921128818,0.9904771452909384,0.2033790069984448,,,,0.9824535582196877,,0.0
2020-04-16,7106.09484684,0.9505410816867564,0.998436410506167,0.62099821103724,,,,0.9803073512601197,,0.0
2020-04-17,7098.68627482,0.9494741343697434,1.0096621502705465,0.5979801943174257,,,,0.9960364486589082,,0.0
2020-04-18,7259.90292944,0.9711990733360488,1.0097458111261384,0.8724171219501538,,,,0.9987811494043193,,0.0
2020-04-19,7191.11311495,0.9672861956515224,1.0041798787829403,0.816301177364278,,,,0.9994280229939436,,0.0
2020-04-20,6882.34018581,0.9214038342125416,0.9946117855489588,0.3377341365653937,,,,1.0010865051133118,,0.0
2020-04-21,6878.03773926,0.9240783813004032,0.9863824583790786,0.3596494190250267,,,,0.9990708057006812,,0.0
2020-04-22,7118.68335661,0.9547748132255556,1.008852978986711,0.6978568272836536,,,,1.0016959248000772,,0.0
2020-04-23,7430.16504043,0.994985128841538,1.0223058436839991,1.1742728829741362,,,,1.0051058438254818,,0.0
2020-04-24,7549.13338764,1.0082262977997694,1.0237567097979885,1.292719364062053,,,,1.007119352329402,,0.0
2020-04-25,7569.23791751,1.0105258927310132,1.0137742267873435,1.3736867349769468,,,,1.0076948402810029,,0.0
2020-04-26,7680.48287014,1.0250384620794102,1.0059543521303629,1.551555948896675,,,,1.0079483364734918,,0.0
2020-04-27,7794.71391216,1.0340532401945668,1.05020054888694,1.7509011099133458,,,,1.0158895883789174,,0.0
2020-04-28,7807.29683833,1.034541700910007,1.0109738559032888,1.7724038380815836,,,,1.0194026451680904,,0.0
2020-04-29,8801.03776688,1.1484996824006906,1.076329318459823,3.970258167538329,,,,1.029042122235678,,0.0
2020-04-30,8657.1939924,1.1188925801596472,1.0791836299278068,2.7050020626075786,,,,1.0371675202705075,,0.0
2020-05-01,8855.32022959,1.1357324528180828,1.0363619216006428,3.901109579797573,,,,1.0389682648137442,,0.0
2020-05-02,8985.17081572,1.1501092331955436,1.035000354052198,4.60773776789942,,,,1.042000568708723,,0.0
2020-05-03,8898.12241256,1.133035298482757,1.0541345606830703,3.799101571322337,,,,1.0488834556448243,,0.0
2020-05-04,8915.36266471,1.132548152187231,1.0234242690421422,4.076184179016491,,,,1.0450582728098532,,0.0
2020-05-05,8987.61019034,1.1396904998875172,1.012140899477691,4.410310984002036,,,,1.045224993320482,,0.0
2020-05-06,9253.07620782,1.172698210682087,1.0500749591055416,5.560500043863196,,,,1.0414743705555847,,0.0
2020-05-07,9982.3230001,1.2427730090600793,1.0618558708975008,52.50063859788638,,,,1.0389989764083982,,0.0
2020-05-08,9854.15920563,1.217067180492453,1.0566791777375193,17.093581059910708,,,,1.041901441570809,,0.0
2020-05-09,9590.06333149,1.1803793123059856,1.0143523452829653,5.1040329377382765,,,,1.0389517260323473,,0.0
2020-05-10,8761.29974684,1.0800026438141594,0.9686792783796252,1.6920138450502484,,,,1.0267438285604265,,0.0
2020-05-11,8599.78194656,1.0631968000870902,0.9744500368574665,1.321134549203617,,,,1.0197475096769013,,0.0
2020-05-12,8800.72972155,1.089592750644622,0.9855236073321976,1.9159030489409847,,,,1.0159450393704021,,0.0
2020-05-13,9274.85620315,1.1445720158945658,1.0205109238524084,4.1001402088539685,,,,1.0117216057628118,,0.0
2020-05-14,9742.73285277,1.2005306375006386,1.038265206890293,11.80551267344372,,,,1.0083515109046393,,0.0
2020-05-15,9324.74955892,1.1418421322090613,1.0240635029187206,3.70828662361818,,,,1.0036921287876681,,0.0
2020-05-16,9378.12485501,1.1490174802864923,1.0060466145233864,3.9770660765118895,,,,1.002505595822014,,0.0
2020-05-17,9670.02672308,1.1813511529477647,1.0218429774052151,7.281825358693113,,,,1.0101004099685267,,0.0
2020-05-18,9729.46527585,1.1827323522283548,1.0400540317805822,8.96678114279926,,,,1.0194724092432577,,0.0
2020-05-19,9723.31137903,1.1768708673748396,1.0231779779315042,7.711239769285677,,,,1.0248516050431586,,0.0
2020-05-20,9522.46761378,1.1505137316472094,1.0229277664612146,3.524431936760774,,,,1.0251968682729882,,0.0
2020-05-21,9083.12738671,1.097663153465573,0.9917410918425288,1.8720081495018523,,,,1.0185505661233074,,0.0
2020-05-22,9182.63979906,1.1089509940502342,0.9956813513375338,2.1340031401983515,,,,1.0144959730402807,,0.0
2020-05-23,9212.38362171,1.1112951271095983,1.004244634083974,2.26244049937558,,,,1.0142385472632218,,0.0
2020-05-24,8792.95744169,1.0912299370008964,1.007116128196294,1.7006640856562398,,,,1.0121347116619472,,0.0
2020-05-25,8910.14065013,1.07908230211573,0.97092827238176,1.5736704681348683,,,,1.0022596031764015,,0.0
2020-05-26,8830.00836771,1.068601338394474,0.990499139512376,1.3656986610754138,,,,0.9975911976879545,,0.0
2020-05-27,9178.8408253,1.1015244436631364,1.0143708666990967,2.1700518698920304,,,,0.9963687834362231,,0.0
2020-05-28,9521.7710264,1.149967422566036,1.019496067477225,5.136195941026401,,,,1.0003337799554657,,0.0
2020-05-29,9440.88143521,1.1355076146356022,1.0143899143237052,3.657889184902007,,,,1.003006431810633,,0.0
2020-05-30,9696.80790406,1.165464070680078,1.0127033086170747,8.14168435461457,,,,1.0042148138867903,,0.0
2020-05-31,9452.45408509,1.1320004863770636,1.017203529219712,3.162884726710741,,,,1.0056558711758499,,0.0
2020-06-01,10170.4099128,1.215163820162285,1.0173126300316957,98.7179932373193,,,,1.0122822079829836,,0.0
2020-06-02,9532.18934947,1.1324400883299173,1.0302726047084612,3.62067116521292,,,,1.0179641315824244,,0.0
2020-06-03,9646.2557319,1.1456951201414045,1.0046063097597078,6.113454125926811,,,,1.0165691948767974,,0.0
2020-06-04,9803.70548499,1.162149327130159,1.0120796586764356,15.14477601673346,,,,1.015509707905256,,0.0
2020-06-05,9667.02313814,1.1452739984000695,1.0093417475699062,5.146811281486671,,,,1.014788541226142,,0.0
2020-06-06,9650.37975164,1.1415357317323434,1.0038306929689178,4.649841633064624,,,,1.0135210247049766,,0.0
2020-06-07,9759.69521099,1.1539223997881758,1.002182003767068,9.266908563009377,,,,1.011375092497456,,0.0
2020-06-08,9770.65850938,1.1529538918487514,1.0125813202637386,11.289435088972224,,,,1.0106991911020338,,0.0
2020-06-09,9795.64961547,1.1539275062566612,1.010465660879372,14.506236151605425,,,,1.007869627697878,,0.0
2020-06-10,9870.78990303,1.1613778293118695,1.0093986597205926,23.21631628783239,,,,1.0085542491208617,,0.0
2020-06-11,9324.47584156,1.096917651938666,0.9991266748921852,1.565397471195019,,,,1.0067038228659686,,0.0
2020-06-12,9481.74838924,1.114979498752739,1.000917792925541,2.1899345424791594,,,,1.0055004007739163,,0.0
2020-06-13,9474.74192302,1.1140001043494494,0.9998479069644328,2.1865512818549244,,,,1.0049314313447044,,0.0
2020-06-14,9386.78789214,1.1031366822513853,1.0023060296366868,1.6091750431225738,,,,1.0049491493260785,,0.0
2020-06-15,9454.15015829,1.1121770344534867,0.986898233674884,2.1590788614549643,,,,1.001280136956242,,0.0
2020-06-16,9540.67651404,1.1186481752130724,1.0132771898280368,2.842196439012287,,,,1.0016817839489085,,0.0
2020-06-17,9483.15268772,1.1115094992248236,1.002853197365307,2.162706815778808,,,,1.0007467178981533,,0.0
2020-06-18,9412.43597382,1.0953853873511676,1.0763634235094932,1.5345677928260346,,,,1.0117805391291974,,0.0
2020-06-19,9277.04516149,1.0861048672492009,0.9982218300823852,1.31523933944503,,,,1.0113954015801752,,0.0
2020-06-20,9335.17939289,1.0891298367607138,1.0001571749545424,1.4808401270090343,,,,1.0114395827216194,,0.0
2020-06-21,9301.37004446,1.085290679616414,1.005590270167644,1.294856037303506,,,,1.0119087599403276,,0.0
2020-06-22,9649.2555242,1.1243050969033304,1.0112147448016091,5.712028534241023,,,,1.0153825472441453,,0.0
2020-06-23,9628.69403752,1.1202513461342898,1.0118250838317036,4.882917429603301,,,,1.0151751035303833,,0.0
2020-06-24,9308.97002161,1.0838373380967812,0.9955517035827044,1.220240251327924,,,,1.0141320329900119,,0.0
2020-06-25,9265.12255402,1.0786412974421622,0.9925447978668936,1.1564769830258,,,,1.0021579436124974,,0.0
2020-06-26,9165.46400925,1.0591841314540291,1.0680727235082013,1.003780177478209,,,,1.0121366426733283,,0.0
2020-06-27,9050.08021288,1.0459488448154302,0.9950335685273416,0.8535387197416683,-0.7631578947368421,-0.6164383561643836,,1.011404698898014,-0.6897981254506129,-0.46209977550164383
2020-06-28,9155.73195906,1.0562838745399357,0.991091899214266,0.9787056372931532,-0.7105263157894737,-0.638888888888889,,1.0093335030475314,-0.6747076023391814,-0.4521219861440522
2020-06-29,9200.43803941,1.0613273021241232,0.9963679443479978,1.1753599517716875,-0.631578947368421,-0.681159420289855,,1.0072125315541582,-0.656369183829138,-0.4400515222931296
2020-06-30,9138.25078146,1.0599809103679512,1.0135919765562802,1.279521709863077,-0.6052631578947367,-0.7611940298507462,,1.0074649448005264,-0.6832285938727415,-0.4582497382112529
2020-07-01,9228.16289438,1.0657891690506214,1.0038549075750798,1.4255105504797665,-0.4473684210526315,-0.7014925373134329,,1.0086511167994372,-0.5744304791830321,-0.3855025031685828
2020-07-02,9123.41015432,1.0539130334407003,0.9982205136042044,0.9140599461789428,-0.8157894736842105,-0.8805970149253731,,1.0094619333333388,-0.8481932443047918,-0.56865803943059
2020-07-03,9087.30391103,1.0464836671363558,0.9995437201252988,0.7743696123284868,-0.9473684210526315,-0.9104477611940298,-1.0,0.9996720757072097,-0.9526053940822204,-0.9522799429515001
2020-07-04,9116.09384322,1.0536413506247733,1.000196795522455,0.9741931575609342,-0.8157894736842105,-0.9104477611940298,-0.9726027397260274,1.0004096795636546,-0.8996133248680892,-0.8993892126479943
2020-07-05,9075.62293143,1.049206796224181,0.996766639706084,0.8411338162528491,-0.9473684210526315,-0.9402985074626865,-0.9178082191780822,1.0012203567767715,-0.9351583825644667,-0.9352398761603268
2020-07-06,9294.80678854,1.0785170591763704,1.0066376575700966,2.3165187660275715,0.05263157894736836,-0.6716417910447761,-0.7534246575342467,1.0026874586656427,-0.4574782898772181,-0.4571922387607913
2020-07-07,9254.80043974,1.068740763094696,1.003434735022976,1.6210565706157,-0.3157894736842106,-0.7014925373134329,-0.9178082191780822,1.0012364241608849,-0.6450300767252419,-0.6442509359896467
2020-07-08,9425.36948916,1.0866139376299466,1.0091863475550755,3.072699482359633,0.10526315789473695,-0.4925373134328358,-0.8082191780821918,1.0019980584437413,-0.3984977778734302,-0.3973612475387971
2020-07-09,9294.76603547,1.070522476941598,1.0074016696683734,1.8384968087532236,-0.23684210526315785,-0.7313432835820894,-0.6712328767123288,1.0033096521671943,-0.5464727551858587,-0.546698127222959
2020-07-10,9278.8078672,1.0708100161675216,0.9963123793360256,1.816339715768416,-0.26315789473684215,-0.7313432835820894,-0.726027397260274,1.0028480320544408,-0.5735095251930685,-0.5735357078814638
2020-07-11,9240.34632654,1.0693555428170822,1.0012660800920108,1.5081993801899125,-0.5526315789473684,-0.791044776119403,-0.726027397260274,1.0030007869929487,-0.6899012507756819,-0.6901406540066376
2020-07-12,9276.49985018,1.0766715799918047,1.0001220725959046,1.9057008247129328,-0.21052631578947367,-0.7313432835820894,-0.6712328767123288,1.0034801345486375,-0.5377008253612973,-0.5379265850064582
2020-07-13,9243.61385509,1.0728884622241377,1.0027067705679078,1.38278151372424,-0.6578947368421053,-0.7611940298507462,-0.7808219178082192,1.0029185792626105,-0.733303561500357,-0.7332338704428119
2020-07-14,9243.21341642,1.0734992758563882,0.998937417573926,1.564782730436646,-0.5675675675675675,-0.8153846153846154,-0.8904109589041096,1.0022761053413176,-0.7577877139520975,-0.7575191586154719
2020-07-15,9192.83736784,1.0684321519261315,1.0010502972900253,1.1100821237608098,-1.0,-1.0,-1.0,1.0011138124463106,-1.0,-1.0
2020-07-16,9137.21825621,1.062447597770776,0.9979322927713136,0.8718541341769991,-1.0,-1.0,-1.0,0.999761044318159,-1.0,-1.0
2020-07-17,9149.9429538,1.0649053747308554,0.999264218975674,0.9483560931094108,-0.951219512195122,-0.9710144927536232,-1.0,1.0001827356952517,-0.9740780016495817,-0.9739731299723384
2020-07-18,9158.56462749,1.0672136258630829,1.000550093268696,1.129628166446684,-0.8536585365853658,-0.9420289855072465,-1.0,1.0000804518633495,-0.9318958406975374,-0.9316868158360413
2020-07-19,9185.45240342,1.0706206394565638,1.0001514795827366,1.3887941210580657,-0.5609756097560976,-0.7971014492753623,-0.9761904761904762,1.0000846528614684,-0.7780891784073121,-0.7774428977422747
2020-07-20,9177.86448262,1.065954506046431,1.0001347322949126,0.958555586583478,-1.0,-1.0,-1.0,0.9997172188224691,-1.0,-1.0
2020-07-21,9374.78345925,1.090744014710813,1.0095087247896648,3.4906367933631146,0.19512195121951215,-0.3913043478260869,-0.7674418604651163,1.0012274055675747,-0.3212080856905637,-0.3198520467675865
2020-07-22,9525.36344997,1.1074445855953592,1.0066653219213046,6.913463519282324,0.6829268292682926,-0.21739130434782605,-0.6511627906976745,1.0020295519434719,-0.0618757552590693,-0.060315236031426855
2020-07-23,9579.97977007,1.1124245651586626,1.0130641200460282,8.254685626122008,0.7560975609756095,-0.10144927536231896,-0.34883720930232565,1.0041912415541454,0.10193702543698831,0.1028219505603154
2020-07-24,9537.79707625,1.1065213534721838,1.0100209541531096,6.174426338173972,0.6341463414634148,-0.2753623188405797,-0.2093023255813954,1.0057279180080647,0.049827232347146554,0.04957416173734841
2020-07-25,9677.11349729,1.1217791473526673,1.0143951293656597,14.480818496137813,0.853658536585366,0.04347826086956519,-0.11627906976744196,1.007705780307631,0.26028590922916306,0.26085359664401286
2020-07-26,9906.34519401,1.1461321747315545,1.0225654491422045,46.85232818747777,0.9512195121951219,0.4202898550724641,0.09302325581395343,1.0109077759589835,0.4881775410271798,0.48935708725278904
2020-07-27,11023.434646,1.2657137555640352,1.0564700631452324,278.8322589578186,1.0,1.0,0.627906976744186,1.018955680366172,0.8759689922480621,0.8773189947659261
2020-07-28,10909.9046958,1.2435908321983975,1.0482639106095468,23.890014891969837,0.902439024390244,0.9710144927536233,0.6976744186046511,1.0244921354832979,0.8570426452495061,0.8580353691110179
2020-07-29,11098.4100908,1.2577860471619011,1.0364407264360898,27.19037111880497,0.902439024390244,0.9710144927536233,0.7906976744186047,1.0287457646996958,0.8880503971874907,0.8887056204195365
2020-07-30,11121.1587554,1.2567861401095255,1.0235977235108056,47.219902785321054,0.9268292682926829,0.9420289855072466,0.8139534883720929,1.0302505651946638,0.8942705807240076,0.8947354793819575
2020-07-31,11332.4012834,1.2723347159710432,1.0266518328747158,105.0849208190759,0.975609756097561,1.0,0.8372093023255816,1.0326264050120364,0.9376063528077142,0.9381973381557749
2020-08-01,11766.9595624,1.3164541905603868,1.037198915400181,632.6967836093404,1.0,1.0,0.8823529411764706,1.0358840887312537,0.9607843137254902,0.9612111527568736
2020-08-02,11059.3145305,1.234610562957528,1.0180754204708258,9.305443189302505,0.6097560975609755,0.7971014492753625,0.8823529411764706,1.0352426560639139,0.7630701626709362,0.7627636184546072
2020-08-03,11245.5240356,1.2442543694949648,1.060300117601943,18.27756809844612,0.7560975609756095,0.855072463768116,0.9756097560975607,1.0357898067005868,0.8622599269470954,0.8618240595795805
2020-08-04,11207.6483786,1.236957767461839,1.018393206059613,12.69401927387486,0.6341463414634148,0.7681159420289858,0.9268292682926829,1.0315225631934533,0.7763638505950278,0.7757899909866905
