t,price_usd_close,investor_capitalization,current,liveliness,realized_profit_lth_account_based,realized_loss_lth_account_based,profit_relative,supplyinprofit_percentile_maxmin,aviv_percentile_maxmin,lthrealized_plratio_logpercentile_maxmin,aggregate_indicator_equalweight,aggregate_indicator_PCA
2014-01-18,811.37762176,3181371637.263998,9962040459.862968,0.4911862966536885,2597558.346206445,2.156665186046811,0.8387372995197047,,,,,0.010291134416738235
2014-01-19,841.4564324119999,3187725903.778845,10337115399.98463,0.491132176311693,4029463.417638322,2.3895967382617456,0.9080181706429228,,,,,0.010291134416738235
2014-01-20,826.696425026,3195091397.9709845,10193486938.740309,0.490824469909888,2781077.4802994616,3.5431746586286947,0.8879526854806581,,,,,0.010291134416738235
2014-01-21,824.875769878,3199350687.5931945,10131924777.352757,0.4906141835777475,2092989.8234349191,24.359452298486655,0.8739541908742595,,,,,0.010291134416738235
2014-01-22,818.534270204,3209071930.570424,10073253318.7725,0.4905102897295872,6142000.109192671,7.824692540414565,0.8518628053459718,,,,,0.010291134416738235
2014-01-23,810.869203164,3211995358.925493,9976156080.995571,0.4901630422007864,1711754.6145317743,6.9337789006963115,0.8288317154087733,,,,,0.010291134416738235
2014-01-24,779.3849452420001,3217534626.519699,9636856762.56214,0.4900555472548831,6512957.940577376,23.890100424753307,0.8086672320416798,,,,,0.010291134416738235
2014-01-25,805.652675222,3224018057.2846055,9868392544.819872,0.4898660205271388,3796104.3783562016,4.1411943267540465,0.8233711713929429,,,,,0.010291134416738235
2014-01-26,814.847146534,3227713593.078735,10019771590.012062,0.4895471571471151,1316019.6583344808,10.213398662852128,0.8402417044744512,,,,,0.010291134416738235
2014-01-27,746.678657078,3232390217.824304,9254678432.995958,0.4894748386720485,2457413.682091113,14.225432616401989,0.7920283357242381,,,,,0.010291134416738235
2014-01-28,785.9504199859999,3235458348.514911,9685966365.988165,0.4892502896973903,2102235.117712757,27.94168476108169,0.8109614030464745,,,,,0.010291134416738235
2014-01-29,794.098192396,3241572794.1563635,9776912694.853338,0.4891660258891358,3311097.627521454,20.920497258780053,0.8156673488901591,,,,,0.010291134416738235
2014-01-30,799.5229998400001,3246293534.3618746,9853320424.135454,0.4889687076199903,2746735.611630776,12.810424839048125,0.8258637120775583,,,,,0.010291134416738235
2014-01-31,802.998525562,3248588084.9991355,9906343721.57216,0.4885741956786009,1833774.3395833245,20.6798477293038,0.8301149929613222,,,,,0.010291134416738235
2014-02-01,813.159890274,3262328461.3927894,10035262234.128263,0.4884033377884567,2709529.643907686,12.457175151500538,0.8490342891795953,,,,,0.010291134416738235
2014-02-02,814.932732602,3265183177.826889,10061212326.229353,0.4880551609810742,2250669.479381341,31.50424358605329,0.8505428156208041,,,,,0.010291134416738235
2014-02-03,808.5,3268392525.0563235,9965413328.101522,0.4876508652340362,1334499.7797370283,28.00561264632884,0.8317410028697412,,,,,0.010291134416738235
2014-02-04,801.39173376,3269189771.814693,9901106559.08842,0.4875158822642523,2242585.5096854237,9.343296420927784,0.8171586335269877,,,,,0.010291134416738235
2014-02-05,780.917515036,3392145907.8983383,9651429696.528124,0.4989872785247137,52232434.003293075,72.55878443828563,0.7803691627869772,,,,,0.010291134416738235
2014-02-06,762.981093598,3397851180.9176583,9436606713.47845,0.4991479395485372,51179752.13896856,53.19732116344514,0.7666973760332816,,,,,0.010291134416738235
2014-02-07,708.3660443880001,3389683830.781912,8781408592.287584,0.4991461323235487,1634690.1333374332,195.71734232511872,0.7424625801405658,,,,,0.010291134416738235
2014-02-08,679.578138862,3386411350.604524,8407784772.235131,0.4988382472018589,4491636.197821953,216.09582713502368,0.7306155171909341,,,,,0.010291134416738235
2014-02-09,687.314088924,3387203794.6435595,8487898910.114485,0.4986977895688656,1993114.0830565072,62.84090449524753,0.7318082208455291,,,,,0.010291134416738235
2014-02-10,688.4182184199999,3382483002.638258,8530708670.302352,0.498712155753479,1543574.7755735675,323.83179678136463,0.7409816905032253,,,,,0.010291134416738235
2014-02-11,675.110840662,3380465489.49642,8458348080.221148,0.4986292963128948,2939973.106582755,91.12076873707424,0.7380071291496137,,,,,0.010291134416738235
2014-02-12,652.543163334,3374732960.9571085,8083681739.370812,0.4985721971716193,2288290.168779029,110.86016074304152,0.7108566441902919,,,,,0.010291134416738235
2014-02-13,605.83889448,3371611015.573531,7527163551.781174,0.4982754036261129,2204653.8654278503,349.5801650062367,0.672337810049507,,,,,0.010291134416738235
2014-02-14,670.0066271759999,3371658986.738993,8304613121.935913,0.4980287919230732,1746683.6414228666,261.52741144705135,0.7448736748072542,,,,,0.010291134416738235
2014-02-15,655.269274756,3370587263.9060726,8126560954.632835,0.4976809193092039,798128.8920762113,280.42689765047567,0.7343249156449703,,,,,0.010291134416738235
2014-02-16,620.641121662,3368275714.028339,7736978073.963858,0.4974398263972079,2584893.352732964,269.05657969056927,0.6805269069502624,,,,,0.010291134416738235
2014-02-17,632.4809440480001,3366439161.784189,7836008472.49276,0.4971555498279767,812140.866430124,1327.8441063019789,0.6908271310932746,,,,,0.010291134416738235
2014-02-18,629.1273936299999,3366385632.8378963,7784305202.306127,0.4974080486039634,2098020.3762304205,854.536199149016,0.6842773086349179,,,,,0.010291134416738235
2014-02-19,624.838114922,3358883351.951545,7762152245.84242,0.4970042321030644,635165.7607452007,235.04680700761435,0.6808146974392494,,,,,0.010291134416738235
2014-02-20,562.5895875420001,3355664454.80837,6985448856.343014,0.4969982013802828,2952605.19293563,1292.380966299941,0.6588116353954585,,,,,0.010291134416738235
2014-02-21,581.290525096,3353198953.5769196,7148359736.859704,0.4968276271286811,2770203.5796665717,499.6168915191407,0.66614395408455,,,,,0.010291134416738235
2014-02-22,611.552214376,3350179772.1389775,7603086091.20012,0.4963981243303859,422036.9815213615,231.60594579365684,0.6822909221157765,,,,,0.010291134416738235
2014-02-23,608.198850544,3350891250.9023986,7563934827.424551,0.4961746775055408,1454685.7052096336,328.09021873812196,0.6764574338123575,,,,,0.010291134416738235
2014-02-24,536.8594994299999,3333031664.741977,6788685993.183813,0.4961632495176851,4127263.136292157,2281.8464938679954,0.6563137532070673,,,,,0.010291134416738235
2014-02-25,536.2111523420001,3290807812.522168,6706490420.681057,0.4968166506378796,3870369.9905406735,9383.082645114797,0.6704536327418211,,,,,0.010291134416738235
2014-02-26,585.5174387139999,3294595573.497707,7289715416.936976,0.4964876863962169,1353401.9838153091,691.1882074234335,0.6927393432756491,,,,,0.010291134416738235
2014-02-27,583.057392048,3291257182.944592,7293173413.347506,0.4961816820123533,2344879.3623050703,269.0701577370794,0.695218329660217,,,,,0.010291134416738235
2014-02-28,551.4270378320001,3298735832.538462,6856827133.705843,0.4966043506780942,12570073.036125574,5304.1686695438175,0.6615761917852828,,,,,0.010291134416738235
2014-03-01,566.7533114280001,3293184930.1150093,7063355727.756911,0.4971723405414135,4035250.2073840247,1291.9646669281797,0.6726543009500826,,,,,0.010291134416738235
2014-03-02,563.2946821140001,3289485723.6671324,6912606850.369088,0.4971630454848171,2553879.389120334,5302.617384715207,0.660908162598273,,,,,0.010291134416738235
2014-03-03,676.820067156,3294482214.5575533,8439973176.438686,0.4973554020109307,3103598.804738676,1407.7239965528229,0.8029418989208763,,,,,0.010291134416738235
2014-03-04,673.387906086,3299657119.4894667,8399682361.238011,0.4973206446395591,2307335.6097152936,166.643866360182,0.7942050797264922,,,,,0.010291134416738235
2014-03-05,670.1076203939999,3304049849.4660544,8367116265.605069,0.4974428969826515,8285151.673011033,374.0313281096913,0.8004278397274197,,,,,0.010291134416738235
2014-03-06,669.219942962,3309478002.787324,8353196503.555388,0.4972403205757806,2707105.5768716945,222.3381774999416,0.7997647378193459,,,,,0.010291134416738235
2014-03-07,632.308556588,3435397517.5995226,7895093035.755769,0.5105839213117326,133833928.93777502,4927.715893284568,0.7200053016718322,,,,,0.010291134416738235
2014-03-08,620.6247192339999,3436901629.5145235,7754582969.904387,0.5103639143666778,676446.1094484045,639.2962999742339,0.6939595073263014,,,,,0.010291134416738235
2014-03-09,638.418612898,3509261091.9959083,7996681473.479571,0.5179332947934399,2312974.1314493027,305.73276772859714,0.7393331204428278,,,,,0.010291134416738235
2014-03-10,629.382,3519774834.0716324,7866355977.858624,0.5187049483257482,9484114.399255352,1135.494785540092,0.7147897932861531,,,,,0.010291134416738235
2014-03-11,635.03872797,3522770735.816315,7927263962.734691,0.5186432778864515,2903801.7728099586,383.38176314061707,0.7225172772332288,,,,,0.010291134416738235
2014-03-12,633.854888054,3533050105.2377687,7927806777.503301,0.518694711129026,6893501.634729121,4056.954283225525,0.709239382032926,,,,,0.010291134416738235
2014-03-13,641.6025862160001,3535986389.5229435,8027307974.19045,0.5185036089541407,1816537.769637799,2598.2380863758917,0.7362302539930057,,,,,0.010291134416738235
2014-03-14,629.8350340720001,3534597681.0419865,7882174332.163732,0.5182702231108559,1395253.5004314554,915.556148540558,0.6948223056309162,,,,,0.010291134416738235
2014-03-15,637.415090218,3533146349.7341385,7949556712.366035,0.5178962522999768,1126116.169679841,482.2514334329094,0.7304098901313533,,,,,0.010291134416738235
2014-03-16,634.8101052919999,3533794361.1258483,7951825409.408541,0.5175280562879326,1113100.344245094,1745.351074123584,0.7321289347606476,,,,,0.010291134416738235
2014-03-17,622.84479101,3533775917.651287,7816687523.733926,0.5172679622232883,2101682.789451041,838.4373542175983,0.6733985583347208,,,,,0.010291134416738235
2014-03-18,614.438939238,3535708769.192177,7666860319.434885,0.5172810247849614,3584831.7283205907,2381.405635519808,0.6590051329098281,,,,,0.010291134416738235
2014-03-19,611.19495134,3535738183.351449,7661169683.53354,0.5173142638373104,2761933.693439116,1293.992046579236,0.6622284983555216,,,,,0.010291134416738235
2014-03-20,586.953250296,3532365176.385962,7341558656.928227,0.5172941650962439,2874391.2451798148,31999.185014964016,0.6453380518129962,,,,,0.010291134416738235
2014-03-21,570.012095636,3546280306.959027,7183450270.345208,0.5179838909129363,14535453.19533689,3434.9587481364633,0.6280348123844527,,,,,0.010291134416738235
2014-03-22,564.545464148,3545580726.7364364,7076565723.411577,0.5178624565020615,2466875.462910404,1625.7033897691238,0.6228731272975856,,,,,0.010291134416738235
2014-03-23,559.690294744,3544452706.491046,7037141482.524676,0.517328774539863,918713.3749532736,1036.76406995457,0.6178016844604958,,,,,0.010291134416738235
2014-03-24,584.911571278,3544547974.153309,7345386661.309723,0.5170607783647718,3147939.4665203243,9612.139766932642,0.6572140523259958,,,,,0.010291134416738235
2014-03-25,583.845073968,3547489260.841408,7353034118.519103,0.5169276041515618,1107934.523370804,2409.9959930423374,0.6622003548352653,,,,,0.010291134416738235
2014-03-26,579.087233466,3547949643.3368645,7288748193.112623,0.51666708639329,2284033.4893670967,6062.903800221746,0.6522850177605511,,,,,0.010291134416738235
2014-03-27,472.14433733800007,3543975102.376993,5935014756.076006,0.5166358321642406,2014589.6937680785,5697.433158110173,0.5901413618743857,,,,,0.010291134416738235
2014-03-28,501.09610014200007,3535028501.8041067,6301128020.433836,0.5165742064972225,1462990.1769264755,12782.386847943324,0.5989311451795648,,,,,0.010291134416738235
2014-03-29,491.9478371900001,3532864049.188205,6188256022.066091,0.5162324296910175,838960.6018394062,6374.1754531147735,0.5939116980443265,,,,,0.010291134416738235
2014-03-30,458.77462072399993,3524856460.772956,5772572864.28128,0.5161377882413744,1442550.221590036,25235.45908614728,0.5867200522807214,,,,,0.010291134416738235
2014-03-31,457.0235545679999,3513543212.623633,5753112322.120951,0.5158863245054306,1517232.631115969,19698.35654050151,0.5919687039014575,,,,,0.010291134416738235
2014-04-01,479.312290686,3511192068.502599,6035183923.45189,0.5155749090948241,904293.6661232735,5256.488372125064,0.6020485787971448,,,,,0.010291134416738235
2014-04-02,439.626726544,3504069522.8426857,5537665652.389919,0.5151704571000375,828013.7116928843,11717.981140119877,0.5826776469958502,,,,,0.010291134416738235
2014-04-03,449.53955801,3500172969.6171637,5664811963.554031,0.5156203680693004,923611.9072610828,10052.032893169086,0.5947610294460981,,,,,0.010291134416738235
2014-04-04,451.900550232,3496322688.501292,5691389508.508931,0.5151387258615637,494963.4983477017,4497.988180028411,0.6005372747908825,,,,,0.010291134416738235
2014-04-05,463.62556298400006,3478942844.777446,5846557024.739888,0.5155501410039283,726004.6127497997,34568.99035219321,0.6171886389802996,,,,,0.010291134416738235
2014-04-06,457.883594364,3479199717.3810024,5774542194.680232,0.5157174437973007,2421137.293119712,5148.605497571879,0.6094393617046296,,,,,0.010291134416738235
2014-04-07,448.95518037,3477064587.4565525,5664945559.242256,0.5154031291973991,438491.98474338336,18394.67629855137,0.5911242290959682,,,,,0.010291134416738235
2014-04-08,453.33637542,3473558506.4775553,5721746439.152381,0.5151077008764484,368828.5924444626,24119.951224394987,0.6070317153753703,,,,,0.010291134416738235
2014-04-09,443.06191353799994,3474070362.2864685,5584383529.840151,0.5154348992300443,7626168.527698622,28809.62610446513,0.5805179881214697,,,,,0.010291134416738235
2014-04-10,363.851086082,3456238638.588352,4634672136.340032,0.5156218623663039,1921638.1031734531,109774.69197413676,0.5629928534464218,,,,,0.010291134416738235
2014-04-11,423.4131448,3442420677.044565,5349206817.6528225,0.5155221143266007,658009.6194952262,257920.70097553177,0.587994737491898,,,,,0.010291134416738235
2014-04-12,423.368963092,3441231113.3289504,5347420460.098005,0.5151093743667452,386404.7424402198,8635.477521734436,0.5860382415083228,,,,,0.010291134416738235
2014-04-13,416.8646041539999,3440075839.0326586,5270102290.810663,0.5146559931003766,751511.323575528,31615.9007309703,0.5816047349949025,,,,,0.010291134416738235
2014-04-14,459.098005824,3440854216.9705286,5806242230.268263,0.5143039760265691,840798.1798672185,29248.17002012397,0.6295986118515077,,,,,0.010291134416738235
2014-04-15,522.29491627,3441464740.574931,6613177313.562738,0.5140425807109953,960238.177670326,27016.22730279775,0.6634061175705909,,,,,0.010291134416738235
2014-04-16,527.687720992,3459412112.125421,6678199340.591525,0.5150041076985572,4455363.000260539,30928.76295071644,0.6636705427688543,,,,,0.010291134416738235
2014-04-17,498.366678046,3466162908.007607,6307379945.13011,0.5149545069070222,3117956.7129612225,26911.06634986787,0.6350011288319751,,,,,0.010291134416738235
2014-04-18,482.26565610000006,3462031643.753699,6107322954.365808,0.5146741375415634,759985.4555779456,54137.46442705112,0.6248009845292918,,,,,0.010291134416738235
2014-04-19,504.842390182,3462490709.870958,6395237282.12227,0.5142656506790039,323390.7735457181,29905.74137417695,0.647412949975542,,,,,0.010291134416738235
2014-04-20,500.39539343,3459774370.524974,6349827655.948288,0.5139297413166423,521878.0561959688,232728.25187786305,0.6424049204086817,,,,,0.010291134416738235
2014-04-21,497.251879218,3459744108.2858377,6291481061.535385,0.5135520433026708,663380.0269229795,13549.036948208784,0.6316475082656124,,,,,0.010291134416738235
2014-04-22,489.99280993799994,3456431562.238967,6213287580.5236845,0.5133472795271592,1229283.961509623,185301.97700252084,0.6237222268194776,,,,,0.010291134416738235
2014-04-23,492.0000000000001,3463055926.561466,6219326354.144494,0.513298323328718,4932316.411716561,30320.225291755585,0.6245311734549781,,,,,0.010291134416738235
2014-04-24,502.220952572,3463452498.504601,6379857826.100569,0.5130786931719044,838207.9125077311,41252.22581803474,0.6577163758547293,,,,,0.010291134416738235
2014-04-25,466.88685158400006,3459062175.4454556,5922684137.616137,0.5127107023374133,460542.65683424904,320940.46951183665,0.6118117411074315,,,,,0.010291134416738235
2014-04-26,461.0453260000001,3458102842.611365,5839561742.243636,0.512324665473253,427010.76170399773,101251.79451023135,0.6051994859270545,,,,,0.010291134416738235
2014-04-27,434.374768044,3457045699.6361113,5571551341.590689,0.5119172177015798,484869.32217501145,36852.449708637614,0.5748862948819496,,,,,0.010291134416738235
2014-04-28,442.82037402,3452022835.469945,5604597744.087736,0.5116776299478485,990858.670450107,75337.39309921536,0.5810227642855305,,,,,0.010291134416738235
2014-04-29,448.0,3449981828.9622974,5693817831.435699,0.5114500886716118,825838.4355916097,66707.15591839432,0.5929021808532523,,,,,0.010291134416738235
2014-04-30,448.89941997000005,3448911234.6942925,5706775190.943811,0.5111889886894561,413690.0160887688,22880.53502399742,0.5975539185324651,,,,,0.010291134416738235
2014-05-01,460.701262044,3448486045.862563,5851460826.75441,0.5108095418845064,784537.6659269583,29988.35300196724,0.624524234778026,,,,,0.010291134416738235
2014-05-02,454.355623846,3447365899.1648483,5763243826.146453,0.5104950228260692,675054.7736966037,125242.03233418934,0.6119887954637547,,,,,0.010291134416738235
2014-05-03,439.87207680600005,3445632209.9291744,5594173688.988387,0.5101452556257091,249660.7073219812,29721.386198615543,0.5757399019805205,,,,,0.010291134416738235
2014-05-04,437.933060358,3444023690.9260826,5575086762.422398,0.5097907841093409,456211.0543155087,32034.86199453511,0.5769492940815033,,,,,0.010291134416738235
2014-05-05,433.0,3440753895.9665036,5492582736.824557,0.5096497818914102,706274.3897616416,102087.1012008518,0.5710203629758611,,,,,0.010291134416738235
2014-05-06,428.0100000000001,3436906523.988011,5451366400.787487,0.5092401524520511,405613.4383611133,467342.5264790543,0.56782279981447,,,,,0.010291134416738235
2014-05-07,440.92028681400006,3435520794.054027,5647533421.961862,0.5089819107304034,990367.2811943764,82068.99414330804,0.5915386761972525,,,,,0.010291134416738235
2014-05-08,439.0813533279999,3434969681.715897,5606668103.523653,0.5086483720313335,851040.2927654451,119529.8618201294,0.5823824860862601,,,,,0.010291134416738235
2014-05-09,451.468934602,3434798856.4046583,5755750269.854754,0.5082493609862553,458719.7080406608,55258.340020756485,0.618690393567103,,,,,0.010291134416738235
2014-05-10,456.543988148,3434585140.8245735,5822494856.35318,0.5078309212168527,341565.6689233889,50987.29808498213,0.6307980137186765,,,,,0.010291134416738235
2014-05-11,439.1457125799999,3433601135.859318,5590542569.973701,0.5075020552180703,448775.8722566551,47420.88188650165,0.5796699485486347,,,,,0.010291134416738235
2014-05-12,442.46349,3432148916.479901,5646415884.419552,0.5071393114343897,286201.5779299613,84294.86483175572,0.5904952382192246,,,,,0.010291134416738235
2014-05-13,439.107218986,3429984283.6403136,5605363837.6849165,0.5067678154188946,218520.5762883312,84570.65407216754,0.5828347648313509,,,,,0.010291134416738235
2014-05-14,445.754518832,3427114523.2735734,5687111253.277742,0.5069038084688526,388025.5393840345,188289.38794235903,0.6034119845988223,,,,,0.010291134416738235
2014-05-15,446.33672478999995,3426856699.45865,5701232968.829847,0.506569921074348,385277.76521111466,120585.00166551532,0.598934979499789,,,,,0.010291134416738235
2014-05-16,447.269647738,3424741844.1921325,5715173452.456188,0.5061560990094928,266970.2673401198,151206.37042306137,0.6023016671426069,,,,,0.010291134416738235
2014-05-17,450.0057898,3424253962.3631287,5752081917.652331,0.5057265764271499,289354.72275335406,141542.12981556111,0.6228450056340555,,,,,0.010291134416738235
2014-05-18,446.898,3424236940.659846,5714176772.255134,0.5053744675416639,1035402.9878986756,95519.8254493399,0.598998324240787,,,,,0.010291134416738235
2014-05-19,448.179080492,3422802442.740553,5731580759.823312,0.5050665355026746,483901.12144370726,109924.20062290104,0.6090678343082727,,,,,0.010291134416738235
2014-05-20,489.1939119359999,3425833038.0129013,6263101853.724961,0.5047914105914793,637106.8078478628,386782.06497433945,0.6598921185984866,,,,,0.010291134416738235
2014-05-21,493.694430672,3428784489.773545,6321247079.814447,0.5044976574209473,1340202.965725663,201811.6285396588,0.6638627910309792,,,,,0.010291134416738235
2014-05-22,529.49782271,3434202281.5301495,6779605297.6517515,0.5042483282814053,1219283.6541437788,84853.73804332133,0.6931620678693237,,,,,0.010291134416738235
2014-05-23,523.491528154,3438244523.4403048,6704861066.904864,0.5039791283637319,443758.78002665786,221692.8408027579,0.6835320585313742,,,,,0.010291134416738235
2014-05-24,528.214489126,3439369552.371813,6754542505.556423,0.5044065720743255,453412.33764326584,205451.78563906165,0.6934199976403445,,,,,0.010291134416738235
2014-05-25,573.07334608,3452318861.433507,7325209567.463883,0.5044571315168331,4227992.704381708,80625.95189634057,0.7144518866057407,,,,,0.010291134416738235
2014-05-26,583.558250216,3456934297.624285,7495946053.211597,0.5043137467001809,1040186.5990216484,507590.0864027742,0.7334621309057525,,,,,0.010291134416738235
2014-05-27,573.185524618,3491843650.636221,7350066774.114295,0.5062467566775508,32509828.437659867,60631.18043465844,0.7145745520936309,,,,,0.010291134416738235
2014-05-28,580.266611644,3495583346.3931065,7455060880.974233,0.5059846225166424,940364.8500320114,179389.77523529742,0.7288344580430001,,,,,0.010291134416738235
2014-05-29,570.35,3497015585.9454765,7318126516.248552,0.5057550666365006,441871.7473649261,91251.59873966432,0.6997115993838812,,,,,0.010291134416738235
2014-05-30,621.18,3515919950.4876633,7972223324.430717,0.5056649642175032,748038.007971246,68996.07968047823,0.7563655326169706,,,,,0.010291134416738235
2014-05-31,627.3743539159999,3523168601.6479454,8063923909.000404,0.5056792174566678,3098629.3137995084,423565.16824639926,0.7674400828412853,,,,,0.010291134416738235
2014-06-01,629.8553311400001,3530715431.558562,8069656795.695031,0.5055088464433392,1490621.0166357085,99686.2235124472,0.7626613878978612,,,,,0.010291134416738235
2014-06-02,662.0855888839999,3546587981.4414797,8506468894.239253,0.5052782157611656,1716613.891368888,1776970.6915240365,0.8431891468760039,,,,,0.010291134416738235
2014-06-03,669.938043516,3556243837.1340065,8640770284.071459,0.5050257463636424,2189066.3507792996,1066738.6820766877,0.8553434367002212,,,,,0.010291134416738235
2014-06-04,642.357380702,3560439552.6025496,8258766234.190834,0.5048014894490321,1077532.868695842,107254.2420036236,0.8035357309125395,,,,,0.010291134416738235
2014-06-05,661.48,3567158671.9289355,8504567264.251491,0.5045774305374875,876621.2061024646,311485.13236793195,0.8360395884113819,,,,,0.010291134416738235
2014-06-06,649.0938278240001,3576244436.448761,8350098655.328444,0.5044357983224069,1567074.87029097,123509.75024549122,0.7971298797566468,,,,,0.010291134416738235
2014-06-07,657.122319458,3578748107.221493,8443235748.148328,0.5041371244018292,1039617.0033700056,74036.49686290216,0.8152691721691748,,,,,0.010291134416738235
2014-06-08,657.9504511279999,3582821935.6761,8468818970.881798,0.5039321991948588,2190337.4556190064,29328.49261480516,0.8172809271073934,,,,,0.010291134416738235
2014-06-09,648.3175507240001,3590594651.1195173,8347357389.190341,0.5039214527231797,2745993.5749207726,197369.8273359164,0.790693687246459,,,,,0.010291134416738235
2014-06-10,648.549935972,3598323223.445155,8347464244.95979,0.504252826337219,2043933.5237170125,184037.4084844787,0.782652201361163,,,,,0.010291134416738235
2014-06-11,622.5026906339999,3603020566.696202,8019851441.022156,0.5048126009653445,2759877.0759851565,137051.44940232905,0.7059839279384426,,,,,0.010291134416738235
2014-06-12,571.006454714,3669622800.814808,7358868412.503643,0.5082024166420859,76565419.27451496,109817.89857573328,0.6399703250996476,,,,,0.010291134416738235
2014-06-13,591.983880914,3670696100.9490824,7631628161.920926,0.5080507648465903,2739761.5277353856,75370.5441449847,0.6746868234046559,,,,,0.010291134416738235
2014-06-14,568.1956108239999,3668056913.966671,7327487417.575456,0.5076456033937986,440884.36162594263,182795.28378581567,0.6373907895287887,,,,,0.010291134416738235
2014-06-15,590.40657709,3667474014.790989,7530201948.972413,0.5071757179550264,252389.30758179372,87543.98950991621,0.6721607670770104,,,,,0.010291134416738235
2014-06-16,586.980456142,3670570706.87075,7617216437.323505,0.5068977343265333,2516182.9107789327,281713.4058915449,0.6737561721750953,,,,,0.010291134416738235
2014-06-17,606.443230048,3670863848.0141,7829251721.004484,0.5065292663429447,454797.30728181737,417187.382534672,0.7028881029898303,,,,,0.010291134416738235
2014-06-18,607.0,3672893794.865287,7845912215.574993,0.506253026784137,891004.1296598433,157580.7511590702,0.7011039937371235,,,,,0.010291134416738235
2014-06-19,593.11789317,3673462036.39423,7662039175.01203,0.5059727636706629,673948.9441085233,212074.08059760105,0.6723624731881214,,,,,0.010291134416738235
2014-06-20,588.950932812,3673787625.4977927,7625576400.333776,0.5055912637387967,944430.025727068,103487.33307102774,0.6680838937722647,,,,,0.010291134416738235
2014-06-21,589.036790108,3674096830.7063446,7622287533.371797,0.5051764581371845,804428.9811024566,199283.46638567487,0.6671055852193087,,,,,0.010291134416738235
2014-06-22,600.0404249320001,3675488214.465381,7757464784.119976,0.5048114341307371,647061.6798831397,93957.45797128436,0.6842260933208971,,,,,0.010291134416738235
2014-06-23,588.193980926,3677192600.5062113,7615294018.426905,0.504637446425176,889153.7803430529,188009.6699715952,0.6679065117061932,,,,,0.010291134416738235
2014-06-24,573.3281355759999,3680080659.1538553,7419519555.087806,0.5046690729562938,1164076.1473506482,29017.55175201215,0.6360217250565369,,,,,0.010291134416738235
2014-06-25,560.4947890579999,3678382179.6633334,7254433503.694995,0.5042616086808095,529069.7669900062,134145.65866596732,0.6144015301259893,,,,,0.010291134416738235
2014-06-26,579.622750878,3681517094.773884,7500877892.742491,0.5040857139293856,527224.5268341902,118225.3728949233,0.656661877774195,,,,,0.010291134416738235
